datetime,open,high,low,close
10/20/2009,0.00088,0.000902,0.000377,0.000396
10/21/2009,0.000408,0.000449,0.000396,0.00044
10/22/2009,0.000411,0.00111,0.000351,0.001054
10/23/2009,0.00098,0.001655,0.000952,0.001609
10/24/2009,0.001597,0.001667,0.000875,0.000942
10/25/2009,0.000917,0.000931,0.00019,0.000209
10/26/2009,0.000216,0.00128,0.000125,0.001245
10/27/2009,0.001285,0.001643,0.001214,0.00157
10/28/2009,0.001588,0.001657,0.001267,0.001309
10/29/2009,0.001282,0.001359,0.000764,0.000837
10/30/2009,0.000824,0.002505,0.000748,0.00236
10/31/2009,0.002428,0.002448,0.000461,0.000486
11/01/2009,0.000485,0.001154,0.000388,0.001112
11/02/2009,0.001069,0.001437,0.000961,0.001329
11/03/2009,0.001348,0.001389,0.000966,0.000998
11/04/2009,0.001025,0.001148,0.000987,0.001129
11/05/2009,0.001167,0.001174,0.000467,0.000485
11/06/2009,0.000477,0.001111,0.000447,0.001091
11/07/2009,0.001112,0.00112,0.000446,0.000463
11/08/2009,0.000471,0.001226,0.000426,0.00119
11/09/2009,0.001168,0.001786,0.001096,0.001747
11/10/2009,0.001696,0.001721,0.000773,0.000803
11/11/2009,0.000829,0.001723,0.000777,0.001684
11/12/2009,0.001683,0.001744,0.000737,0.000796
11/13/2009,0.000804,0.000808,0.000193,0.000206
11/14/2009,0.000203,0.00105,0.000164,0.00102
11/15/2009,0.000973,0.001012,0.000747,0.000776
11/16/2009,0.000769,0.001041,0.000718,0.000996
11/17/2009,0.001018,0.001096,0.000803,0.000861
11/18/2009,0.000883,0.001175,0.000834,0.001144
11/19/2009,0.00115,0.001611,0.001053,0.001541
11/20/2009,0.00141,0.001491,0.001227,0.001308
11/21/2009,0.001369,0.001372,0.0001,0.0001
11/22/2009,0.000102,0.00114,0.0001,0.001106
11/23/2009,0.001159,0.001221,0.000809,0.00086
11/24/2009,0.000833,0.001861,0.000722,0.001704
11/25/2009,0.001743,0.002524,0.001637,0.00245
11/26/2009,0.002449,0.002508,0.001271,0.001361
11/27/2009,0.001318,0.001666,0.001243,0.001628
11/28/2009,0.00153,0.00155,0.001352,0.001387
11/29/2009,0.001433,0.001605,0.001385,0.001483
11/30/2009,0.001446,0.001483,0.000839,0.000928
12/01/2009,0.000914,0.000921,0.0001,0.0001
12/02/2009,0.0001,0.00102,0.0001,0.000945
12/03/2009,0.000943,0.001606,0.000859,0.00151
12/04/2009,0.001488,0.001513,0.001439,0.001486
12/05/2009,0.001413,0.001427,0.000572,0.000583
12/06/2009,0.000583,0.001664,0.000524,0.001627
12/07/2009,0.001814,0.001859,0.000827,0.000865
12/08/2009,0.00093,0.001439,0.000888,0.001383
12/09/2009,0.001429,0.001706,0.001284,0.001606
12/10/2009,0.001396,0.001443,0.000643,0.000692
12/11/2009,0.000721,0.001354,0.000665,0.001315
12/12/2009,0.001291,0.00155,0.001237,0.001432
12/13/2009,0.001477,0.003317,0.001245,0.003084
12/14/2009,0.003043,0.003137,0.001972,0.002084
12/15/2009,0.001983,0.002011,0.000718,0.000759
12/16/2009,0.000739,0.001553,0.000702,0.001506
12/17/2009,0.001568,0.002335,0.001464,0.00222
12/18/2009,0.002185,0.002209,0.000892,0.000909
12/19/2009,0.001009,0.00105,0.000805,0.000881
12/20/2009,0.000869,0.001071,0.000851,0.001039
12/21/2009,0.001033,0.001048,0.000717,0.000741
12/22/2009,0.000714,0.000959,0.000657,0.000896
12/23/2009,0.000817,0.001566,0.000763,0.001521
12/24/2009,0.001553,0.001998,0.001468,0.001968
12/25/2009,0.00196,0.002039,0.001272,0.001345
12/26/2009,0.001378,0.001464,0.000988,0.001099
12/27/2009,0.00102,0.001695,0.000948,0.00155
12/28/2009,0.001687,0.001763,0.001415,0.00148
12/29/2009,0.001377,0.002009,0.0012,0.001898
12/30/2009,0.001666,0.002556,0.001592,0.002476
12/31/2009,0.00236,0.002409,0.00188,0.002003
01/01/2010,0.002072,0.002079,0.0001,0.0001
01/02/2010,0.000103,0.001524,0.0001,0.001418
01/03/2010,0.001349,0.001953,0.001261,0.001873
01/04/2010,0.001764,0.002804,0.00173,0.002714
01/05/2010,0.002673,0.002728,0.001214,0.001277
01/06/2010,0.001343,0.001846,0.001258,0.001765
01/07/2010,0.001787,0.001826,0.00104,0.001087
01/08/2010,0.001096,0.002314,0.001017,0.00225
01/09/2010,0.002201,0.002356,0.00202,0.002208
01/10/2010,0.002099,0.002263,0.001857,0.001947
01/11/2010,0.00207,0.002147,0.00154,0.001587
01/12/2010,0.001492,0.001728,0.001397,0.001655
01/13/2010,0.001637,0.001655,0.000464,0.00048
01/14/2010,0.0005,0.00051,0.000225,0.00023
01/15/2010,0.000219,0.001377,0.000154,0.001335
01/16/2010,0.001395,0.001413,0.000563,0.00057
01/17/2010,0.000608,0.001098,0.000585,0.001066
01/18/2010,0.001093,0.001146,0.000804,0.000854
01/19/2010,0.000832,0.001208,0.000795,0.00116
01/20/2010,0.001158,0.001292,0.001124,0.0012
01/21/2010,0.00124,0.001474,0.001198,0.001425
01/22/2010,0.001399,0.003273,0.001223,0.00303
01/23/2010,0.003026,0.003098,0.001146,0.001229
01/24/2010,0.001282,0.001357,0.001263,0.001337
01/25/2010,0.001524,0.00212,0.001408,0.002003
01/26/2010,0.002139,0.002589,0.002084,0.002522
01/27/2010,0.002411,0.002499,0.001439,0.001591
01/28/2010,0.001701,0.003826,0.001446,0.003623
01/29/2010,0.003367,0.003404,0.001495,0.00156
01/30/2010,0.00143,0.001477,0.001225,0.001261
01/31/2010,0.001213,0.001354,0.00116,0.001317
02/01/2010,0.00127,0.002498,0.001174,0.00231
02/02/2010,0.002337,0.002568,0.001935,0.00206
02/03/2010,0.001997,0.002014,0.000393,0.000407
02/04/2010,0.000391,0.001297,0.000307,0.001218
02/05/2010,0.001256,0.001413,0.001131,0.001329
02/06/2010,0.0014,0.002184,0.001315,0.002117
02/07/2010,0.002067,0.002162,0.001066,0.001157
02/08/2010,0.000967,0.001922,0.000902,0.001799
02/09/2010,0.002012,0.002109,0.001771,0.001841
02/10/2010,0.001745,0.002206,0.001655,0.00211
02/11/2010,0.002145,0.002201,0.001319,0.001393
02/12/2010,0.001374,0.001862,0.001298,0.001827
02/13/2010,0.001802,0.001857,0.001474,0.001522
02/14/2010,0.001458,0.002587,0.001381,0.0025
02/15/2010,0.00244,0.002505,0.002329,0.002416
02/16/2010,0.002362,0.002989,0.002219,0.002868
02/17/2010,0.002785,0.00286,0.001616,0.001686
02/18/2010,0.001832,0.00189,0.000839,0.000892
02/19/2010,0.000837,0.00227,0.000807,0.002236
02/20/2010,0.002277,0.00229,0.000851,0.000869
02/21/2010,0.000887,0.003113,0.000645,0.002907
02/22/2010,0.002929,0.003035,0.002349,0.002477
02/23/2010,0.002438,0.002476,0.001798,0.001844
02/24/2010,0.001568,0.004016,0.001188,0.003678
02/25/2010,0.00367,0.003902,0.003195,0.003487
02/26/2010,0.003483,0.003533,0.001302,0.001348
02/27/2010,0.001291,0.001338,0.001186,0.001271
02/28/2010,0.001285,0.002742,0.00112,0.002596
03/01/2010,0.002468,0.002816,0.002283,0.002631
03/02/2010,0.002639,0.002736,0.002529,0.002655
03/03/2010,0.002639,0.002701,0.001434,0.001467
03/04/2010,0.001581,0.002121,0.001473,0.002023
03/05/2010,0.002011,0.002099,0.001704,0.001794
03/06/2010,0.001747,0.001804,0.00081,0.000848
03/07/2010,0.000843,0.00162,0.000701,0.001534
03/08/2010,0.001723,0.001846,0.001544,0.001686
03/09/2010,0.001649,0.002477,0.001585,0.002359
03/10/2010,0.002625,0.00269,0.001305,0.001423
03/11/2010,0.001355,0.001396,0.000779,0.000843
03/12/2010,0.000872,0.000877,0.0001,0.0001
03/13/2010,0.000104,0.002652,0.0001,0.002527
03/14/2010,0.002532,0.002608,0.00212,0.002194
03/15/2010,0.002048,0.002275,0.001933,0.002193
03/16/2010,0.002221,0.002244,0.001654,0.001697
03/17/2010,0.0017,0.002186,0.001547,0.002106
03/18/2010,0.002112,0.002877,0.001923,0.002782
03/19/2010,0.002866,0.002939,0.001166,0.001207
03/20/2010,0.001291,0.003533,0.001148,0.003361
03/21/2010,0.003522,0.003587,0.001482,0.001547
03/22/2010,0.001587,0.004278,0.001354,0.004061
03/23/2010,0.003815,0.004047,0.003349,0.003603
03/24/2010,0.003458,0.003575,0.001545,0.001645
03/25/2010,0.001625,0.003341,0.001456,0.003132
03/26/2010,0.002776,0.00287,0.001473,0.001568
03/27/2010,0.001627,0.00205,0.0016,0.002011
03/28/2010,0.001873,0.002275,0.001709,0.002205
03/29/2010,0.002127,0.002245,0.00119,0.001283
03/30/2010,0.001274,0.001278,0.0001,0.0001
03/31/2010,0.000108,0.000388,0.0001,0.00037
04/01/2010,0.000355,0.000959,0.000329,0.000922
04/02/2010,0.000888,0.001166,0.000799,0.001123
04/03/2010,0.001159,0.002066,0.001054,0.002013
04/04/2010,0.002146,0.002169,0.000187,0.000211
04/05/2010,0.00022,0.002442,0.0001,0.002295
04/06/2010,0.002274,0.002351,0.002156,0.002268
04/07/2010,0.002336,0.003523,0.002246,0.00339
04/08/2010,0.003552,0.003561,0.0001,0.0001
04/09/2010,0.0001,0.000419,0.0001,0.000381
04/10/2010,0.000365,0.002003,0.000292,0.001947
04/11/2010,0.001967,0.004367,0.001642,0.003916
04/12/2010,0.004003,0.004044,0.002522,0.002589
04/13/2010,0.002853,0.003477,0.002775,0.00341
04/14/2010,0.003508,0.003572,0.002016,0.002102
04/15/2010,0.002048,0.002108,0.00151,0.001541
04/16/2010,0.001585,0.002588,0.00151,0.002469
04/17/2010,0.002463,0.003617,0.002406,0.003534
04/18/2010,0.003603,0.003654,0.001024,0.001081
04/19/2010,0.001065,0.001092,0.00077,0.000805
04/20/2010,0.000776,0.004345,0.000307,0.003978
04/21/2010,0.004045,0.004087,0.001563,0.001667
04/22/2010,0.001629,0.002742,0.001532,0.002667
04/23/2010,0.00272,0.003753,0.002568,0.003612
04/24/2010,0.003462,0.003538,0.002624,0.0027
04/25/2010,0.002561,0.003463,0.002381,0.003304
04/26/2010,0.003418,0.00352,0.001743,0.001948
04/27/2010,0.001902,0.002633,0.001747,0.002538
04/28/2010,0.002676,0.004077,0.002587,0.003998
04/29/2010,0.004179,0.004403,0.002707,0.002885
04/30/2010,0.002834,0.002934,0.001895,0.002074
05/01/2010,0.002229,0.003142,0.002088,0.003054
05/02/2010,0.003046,0.003081,0.00134,0.001397
05/03/2010,0.001347,0.001367,0.001036,0.001056
05/04/2010,0.00106,0.001421,0.000965,0.001311
05/05/2010,0.001307,0.002514,0.001116,0.002263
05/06/2010,0.002271,0.003471,0.002146,0.003296
05/07/2010,0.003404,0.004083,0.003124,0.00387
05/08/2010,0.00388,0.003884,0.0001,0.0001
05/09/2010,0.000101,0.003158,0.0001,0.003091
05/10/2010,0.003064,0.003097,0.001203,0.001255
05/11/2010,0.001283,0.002774,0.001124,0.002687
05/12/2010,0.002816,0.00295,0.001785,0.001879
05/13/2010,0.001858,0.003192,0.001762,0.003104
05/14/2010,0.003023,0.003129,0.002071,0.002166
05/15/2010,0.002364,0.002913,0.002269,0.002863
05/16/2010,0.002599,0.002672,0.001171,0.001253
05/17/2010,0.001303,0.002942,0.001163,0.002864
05/18/2010,0.002926,0.002997,0.002743,0.002833
05/19/2010,0.002822,0.005653,0.002492,0.005384
05/20/2010,0.005714,0.005836,0.00217,0.002306
05/21/2010,0.00238,0.002432,0.001731,0.001791
05/22/2010,0.001824,0.002929,0.001645,0.002718
05/23/2010,0.002526,0.002528,0.0001,0.0001
05/24/2010,0.000111,0.00174,0.0001,0.001637
05/25/2010,0.001697,0.002829,0.001649,0.002793
05/26/2010,0.002641,0.008328,0.001964,0.00763
05/27/2010,0.007173,0.013254,0.006352,0.012557
05/28/2010,0.012033,0.012476,0.006133,0.006518
05/29/2010,0.006468,0.014855,0.005269,0.013828
05/30/2010,0.01456,0.015206,0.009744,0.010034
05/31/2010,0.010797,0.010937,0.008156,0.008361
06/01/2010,0.008033,0.013235,0.007496,0.012451
06/02/2010,0.013973,0.015378,0.012984,0.014478
06/03/2010,0.015988,0.016404,0.010607,0.010937
