bar_index,date,open,high,low,close,upper_boundary,lower_boundary,go_long_signal,go_short_signal,pending_signal,action_executed,execution_price,reason,position_size,position_avg_price,equity,unrealized_pnl,total_equity
17,2015-01-18,209.850000,213.870000,183.260000,190.360000,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
18,2015-01-19,191.880000,204.200000,189.050000,198.850000,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
19,2015-01-20,200.560000,204.460000,198.340000,203.400000,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
20,2015-01-21,199.640000,207.080000,196.920000,202.920000,269.630000,129.650000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
21,2015-01-22,206.300000,217.470000,201.630000,213.500000,275.190000,137.410000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
22,2015-01-23,214.050000,216.290000,209.960000,212.320000,282.940000,145.160000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
23,2015-01-24,216.030000,220.150000,212.680000,216.430000,271.225000,160.835000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
24,2015-01-25,214.410000,217.000000,200.050000,202.890000,269.605000,159.215000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
25,2015-01-26,206.730000,208.860000,203.130000,205.570000,258.215000,155.245000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
26,2015-01-27,202.340000,217.030000,200.220000,214.270000,247.455000,157.225000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
27,2015-01-28,213.580000,223.480000,211.640000,221.350000,255.045000,172.115000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
28,2015-01-29,223.560000,225.150000,212.690000,214.950000,254.415000,192.705000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
29,2015-01-30,211.290000,216.190000,205.490000,213.820000,240.910000,181.670000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
30,2015-01-31,212.190000,214.230000,204.800000,208.970000,241.810000,182.570000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
31,2015-02-01,209.300000,211.770000,208.410000,210.820000,237.975000,180.625000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
32,2015-02-02,212.230000,219.210000,199.170000,204.230000,236.245000,188.215000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
33,2015-02-03,201.500000,226.620000,196.570000,221.760000,225.515000,177.485000,True,False,LONG,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
34,2015-02-04,217.820000,226.530000,206.120000,211.070000,239.500000,196.140000,False,False,,LONG_ENTRY,217.820000,Long Entry,454.503719,217.820000,99901.000000,-3067.900101,96833.099899
35,2015-02-05,212.230000,218.860000,208.620000,215.510000,233.910000,190.550000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-1049.903590,98851.096410
36,2015-02-06,216.740000,218.480000,204.550000,207.410000,238.420000,195.060000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-4731.383711,95169.616289
37,2015-02-07,206.920000,215.640000,204.920000,214.380000,228.600000,185.240000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-1563.492792,98337.507208
38,2015-02-08,213.960000,218.810000,209.190000,216.370000,232.745000,195.175000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-659.030392,99241.969608
39,2015-02-09,214.850000,228.520000,210.940000,222.440000,229.875000,199.825000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,2099.807180,102000.807180
40,2015-02-10,224.950000,230.580000,212.380000,216.100000,240.925000,208.975000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-781.746396,99119.253604
41,2015-02-11,216.810000,219.580000,209.580000,212.450000,233.815000,199.805000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-2440.684969,97460.315031
42,2015-02-12,215.900000,219.590000,204.790000,212.380000,232.905000,198.895000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-2472.500230,97428.499770
43,2015-02-13,215.320000,222.780000,210.620000,216.050000,232.325000,198.315000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-804.471582,99096.528418
44,2015-02-14,214.460000,216.710000,212.540000,214.590000,231.465000,197.455000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-1468.047011,98432.952989
45,2015-02-15,211.480000,239.460000,209.410000,235.830000,228.485000,194.475000,True,False,,HOLD,,,454.503719,217.820000,99901.000000,8185.611973,108086.611973
46,2015-02-16,239.250000,244.530000,223.200000,226.250000,260.695000,217.805000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,3831.466348,103732.466348
47,2015-02-17,222.480000,231.540000,209.050000,215.070000,246.460000,198.500000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-1249.885226,98651.114774
48,2015-02-18,214.130000,223.540000,208.900000,217.660000,238.110000,190.150000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,-72.720595,99828.279405
49,2015-02-19,220.140000,230.140000,216.850000,222.530000,244.120000,196.160000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,2140.712515,102041.712515
50,2015-02-20,223.360000,236.120000,213.510000,227.920000,247.340000,199.380000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,4590.487559,104491.487559
51,2015-02-21,229.550000,233.260000,219.590000,222.400000,253.530000,205.570000,False,False,,HOLD,,,454.503719,217.820000,99901.000000,2081.627031,101982.627031
52,2015-02-22,218.540000,242.570000,214.980000,239.220000,242.520000,194.560000,True,False,,HOLD,,,454.503719,217.820000,99901.000000,9726.379579,109627.379579
53,2015-02-23,241.700000,244.030000,212.140000,216.070000,265.680000,217.720000,False,True,REVERSE_TO_SHORT,HOLD,,,454.503719,217.820000,99901.000000,-795.381508,99105.618492
54,2015-02-24,218.250000,233.300000,214.930000,229.330000,238.240000,198.260000,False,False,,SHORT_ENTRY,218.250000,Reverse to Short,-453.595733,218.250000,99898.243894,-5025.840723,94872.403171
55,2015-02-25,231.820000,245.120000,228.990000,243.510000,251.810000,211.830000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-11457.828218,88440.415675
56,2015-02-26,248.170000,253.210000,223.790000,226.130000,268.455000,227.885000,False,True,,HOLD,,,-453.595733,218.250000,99898.243894,-3574.334377,96323.909517
57,2015-02-27,222.320000,242.720000,220.900000,239.020000,246.530000,198.110000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-9421.183377,90477.060517
58,2015-02-28,242.860000,244.390000,234.410000,237.130000,267.070000,218.650000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-8563.887441,91334.356453
59,2015-03-01,239.310000,243.590000,219.430000,222.500000,263.520000,215.100000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-1927.781866,97970.462028
60,2015-03-02,224.720000,239.190000,220.490000,230.690000,248.930000,200.510000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-5642.730920,94255.512974
61,2015-03-03,228.910000,231.080000,207.450000,212.850000,253.120000,204.700000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,2449.416959,102347.660852
62,2015-03-04,216.030000,228.030000,211.810000,224.750000,240.240000,191.820000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-2948.372265,96949.871628
63,2015-03-05,222.210000,234.400000,220.580000,233.100000,245.090000,199.330000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-6735.896637,93162.347257
64,2015-03-06,231.870000,239.300000,216.210000,226.320000,254.750000,208.990000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-3660.517566,96237.726327
65,2015-03-07,230.670000,237.960000,225.060000,234.180000,253.550000,207.790000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-7225.780028,92672.463865
66,2015-03-08,236.830000,242.700000,229.470000,233.700000,259.710000,213.950000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-7008.054077,92890.189817
67,2015-03-09,229.230000,244.360000,223.560000,236.780000,252.110000,206.350000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-8405.128934,91493.114959
68,2015-03-10,232.380000,245.180000,227.810000,239.550000,255.260000,209.500000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-9661.589115,90236.654778
69,2015-03-11,235.240000,249.970000,229.050000,243.190000,258.120000,212.360000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-11312.677584,88585.566310
70,2015-03-12,246.900000,255.580000,240.050000,249.920000,269.780000,224.020000,False,False,,HOLD,,,-453.595733,218.250000,99898.243894,-14365.376868,85532.867026
71,2015-03-13,245.970000,252.490000,220.750000,229.330000,270.035000,221.905000,False,True,,HOLD,,,-453.595733,218.250000,99898.243894,-5025.840723,94872.403171
72,2015-03-14,227.520000,255.310000,223.780000,251.760000,251.585000,203.455000,True,False,REVERSE_TO_LONG,HOLD,,,-453.595733,218.250000,99898.243894,-15199.993016,84698.250877
73,2015-03-15,248.030000,258.590000,241.150000,250.870000,272.095000,223.965000,False,False,,LONG_ENTRY,248.030000,Reverse to Long,344.373185,248.030000,86192.242731,978.019845,87170.262576
74,2015-03-16,246.890000,249.050000,220.640000,224.100000,272.460000,221.320000,False,True,REVERSE_TO_SHORT,HOLD,,,344.373185,248.030000,86192.242731,-8240.850313,77951.392418
75,2015-03-17,222.040000,244.450000,219.620000,240.970000,247.610000,196.470000,False,False,,SHORT_ENTRY,222.040000,Reverse to Short,-344.054512,222.040000,77089.125171,-6512.951912,70576.173259
76,2015-03-18,238.110000,251.300000,232.490000,245.920000,263.680000,212.540000,False,False,,HOLD,,,-344.054512,222.040000,77089.125171,-8216.021747,68873.103425
77,2015-03-19,248.140000,253.570000,242.460000,249.030000,273.710000,222.570000,False,False,,HOLD,,,-344.054512,222.040000,77089.125171,-9286.031279,67803.093892
78,2015-03-20,253.770000,261.410000,243.630000,247.670000,279.340000,228.200000,False,False,,HOLD,,,-344.054512,222.040000,77089.125171,-8818.117143,68271.008029
79,2015-03-21,250.950000,252.470000,239.380000,243.330000,277.930000,223.970000,False,False,,HOLD,,,-344.054512,222.040000,77089.125171,-7324.920561,69764.204611
80,2015-03-22,240.750000,242.340000,230.830000,232.500000,267.730000,213.770000,False,False,,HOLD,,,-344.054512,222.040000,77089.125171,-3598.810196,73490.314976
81,2015-03-23,233.660000,237.710000,227.230000,231.210000,260.640000,206.680000,False,False,,HOLD,,,-344.054512,222.040000,77089.125171,-3154.979875,73934.145296
82,2015-03-24,234.910000,265.660000,225.730000,255.600000,259.710000,210.110000,True,False,REVERSE_TO_LONG,HOLD,,,-344.054512,222.040000,77089.125171,-11546.469423,65542.655748
83,2015-03-25,260.220000,267.600000,245.910000,249.650000,284.945000,235.495000,False,False,,LONG_ENTRY,260.220000,Reverse to Long,242.967328,260.220000,63800.369080,-2568.164657,61232.204423
84,2015-03-26,252.810000,258.060000,245.550000,253.590000,278.505000,227.115000,False,False,,HOLD,,,242.967328,260.220000,63800.369080,-1610.873385,62189.495695
85,2015-03-27,255.020000,268.860000,250.070000,259.350000,279.010000,231.030000,False,False,,HOLD,,,242.967328,260.220000,63800.369080,-211.381575,63588.987504
86,2015-03-28,263.760000,268.160000,231.500000,236.530000,288.380000,239.140000,False,True,REVERSE_TO_SHORT,HOLD,,,242.967328,260.220000,63800.369080,-5755.896001,58044.473079
87,2015-03-29,235.220000,257.610000,227.940000,251.830000,259.840000,210.600000,False,False,,SHORT_ENTRY,235.220000,Reverse to Short,-242.718922,235.220000,57611.942760,-4031.561289,53580.381471
88,2015-03-30,252.620000,255.220000,242.790000,247.220000,277.240000,228.000000,False,False,,HOLD,,,-242.718922,235.220000,57611.942760,-2912.627060,54699.315700
89,2015-03-31,248.860000,254.060000,240.750000,243.130000,273.480000,224.240000,False,False,,HOLD,,,-242.718922,235.220000,57611.942760,-1919.906670,55692.036089
90,2015-04-01,242.030000,246.210000,231.920000,237.060000,266.650000,217.410000,False,False,,HOLD,,,-242.718922,235.220000,57611.942760,-446.602816,57165.339944
91,2015-04-02,238.200000,253.880000,232.530000,250.830000,262.820000,213.580000,False,False,,HOLD,,,-242.718922,235.220000,57611.942760,-3788.842367,53823.100392
92,2015-04-03,253.660000,260.320000,248.940000,253.030000,278.280000,229.040000,False,False,,HOLD,,,-242.718922,235.220000,57611.942760,-4322.823995,53289.118765
93,2015-04-04,251.230000,263.780000,248.630000,260.210000,275.850000,226.610000,False,False,,HOLD,,,-242.718922,235.220000,57611.942760,-6065.545852,51546.396907
94,2015-04-05,260.340000,262.970000,237.520000,239.990000,284.960000,235.720000,False,False,,HOLD,,,-242.718922,235.220000,57611.942760,-1157.769256,56454.173503
95,2015-04-06,236.950000,271.130000,234.920000,268.230000,261.570000,212.330000,True,False,REVERSE_TO_LONG,HOLD,,,-242.718922,235.220000,57611.942760,-8012.151604,49599.791156
96,2015-04-07,263.650000,267.430000,253.730000,261.670000,286.350000,240.950000,False,False,,LONG_ENTRY,263.650000,Reverse to Long,190.180074,263.650000,50597.309997,-376.556546,50220.753450
97,2015-04-08,263.860000,267.840000,245.400000,255.140000,286.560000,241.160000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-1618.432428,48978.877568
98,2015-04-09,252.190000,258.470000,245.560000,253.150000,274.890000,229.490000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-1996.890775,48600.419221
99,2015-04-10,253.980000,263.590000,237.680000,247.490000,276.680000,231.280000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-3073.309993,47524.000004
100,2015-04-11,250.990000,270.140000,243.370000,266.180000,273.690000,228.290000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,481.155587,51078.465583
101,2015-04-12,261.870000,269.810000,242.840000,248.420000,284.570000,239.170000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-2896.442524,47700.867472
102,2015-04-13,250.750000,253.860000,246.540000,250.430000,273.450000,228.050000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-2514.180576,48083.129421
103,2015-04-14,247.410000,256.040000,243.260000,251.480000,269.005000,225.815000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-2314.491498,48282.818498
104,2015-04-15,250.260000,263.270000,246.670000,259.800000,271.855000,228.665000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-732.193284,49865.116712
105,2015-04-16,264.630000,269.850000,254.220000,258.770000,286.225000,243.035000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,-928.078760,49669.231236
106,2015-04-17,261.100000,269.500000,257.870000,264.430000,282.695000,239.505000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,148.340458,50745.650454
107,2015-04-18,261.750000,272.620000,258.470000,270.580000,283.345000,240.155000,False,False,,HOLD,,,190.180074,263.650000,50597.309997,1317.947912,51915.257908
108,2015-04-19,275.810000,282.200000,252.670000,260.310000,296.160000,255.460000,False,True,REVERSE_TO_SHORT,HOLD,,,190.180074,263.650000,50597.309997,-635.201447,49962.108550
109,2015-04-20,259.350000,275.810000,257.510000,272.180000,284.490000,234.210000,False,False,,SHORT_ENTRY,259.350000,Reverse to Short,-189.831927,259.350000,49680.979567,-2435.543628,47245.435939
110,2015-04-21,275.220000,281.390000,242.340000,251.220000,300.360000,250.080000,False,True,,HOLD,,,-189.831927,259.350000,49680.979567,1543.333569,51224.313136
111,2015-04-22,252.620000,279.040000,243.310000,273.020000,277.455000,227.785000,True,False,REVERSE_TO_LONG,HOLD,,,-189.831927,259.350000,49680.979567,-2595.002447,47085.977120
112,2015-04-23,268.090000,272.060000,264.430000,268.460000,291.730000,244.450000,False,False,,LONG_ENTRY,268.090000,Reverse to Long,177.146656,268.090000,47923.465234,65.544263,47989.009496
113,2015-04-24,267.890000,274.250000,251.660000,256.580000,291.530000,244.250000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,-2038.958007,45884.507227
114,2015-04-25,253.290000,276.080000,249.240000,272.630000,276.930000,229.650000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,804.245817,48727.711050
115,2015-04-26,277.250000,285.300000,267.230000,274.800000,300.890000,253.610000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,1188.654059,49112.119293
116,2015-04-27,271.340000,275.500000,259.940000,262.540000,295.150000,247.530000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,-983.163939,46940.301295
117,2015-04-28,259.850000,266.680000,248.970000,255.550000,283.660000,236.040000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,-2221.419062,45702.046172
118,2015-04-29,251.350000,287.320000,249.250000,283.230000,275.160000,227.540000,True,False,,HOLD,,,177.146656,268.090000,47923.465234,2682.000367,50605.465600
119,2015-04-30,282.430000,288.320000,269.660000,275.040000,307.250000,257.610000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,1231.169257,49154.634490
120,2015-05-01,273.240000,276.240000,266.760000,271.980000,296.230000,250.250000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,689.100491,48612.565724
121,2015-05-02,267.720000,285.300000,258.230000,278.490000,290.710000,244.730000,False,False,,HOLD,,,177.146656,268.090000,47923.465234,1842.325219,49765.790452
122,2015-05-03,278.300000,284.260000,247.760000,255.550000,301.290000,255.310000,False,True,REVERSE_TO_SHORT,HOLD,,,177.146656,268.090000,47923.465234,-2221.419062,45702.046172
123,2015-05-04,258.090000,289.430000,253.580000,279.070000,281.080000,235.100000,True,False,REVERSE_TO_LONG,SHORT_ENTRY,258.090000,Reverse to Short,-176.857748,258.090000,46060.633680,-3710.475547,42350.158133
124,2015-05-05,283.060000,287.960000,273.590000,278.520000,306.605000,259.515000,False,False,,LONG_ENTRY,283.060000,Reverse to Long,145.476189,283.060000,41553.255876,-660.461897,40892.793978
125,2015-05-06,277.120000,283.370000,253.450000,261.840000,300.665000,253.575000,False,True,REVERSE_TO_SHORT,HOLD,,,145.476189,283.060000,41553.255876,-3087.004728,38466.251148
126,2015-05-07,260.100000,266.290000,257.230000,261.200000,283.645000,236.555000,False,False,,SHORT_ENTRY,260.100000,Reverse to Short,-145.303850,260.100000,38137.490691,-159.834235,37977.656456
127,2015-05-08,260.730000,269.060000,258.490000,266.460000,284.275000,237.185000,False,False,,HOLD,,,-145.303850,260.100000,38137.490691,-924.132486,37213.358205
128,2015-05-09,262.990000,275.450000,260.950000,271.150000,286.535000,239.445000,False,False,,HOLD,,,-145.303850,260.100000,38137.490691,-1605.607542,36531.883149
129,2015-05-10,267.190000,286.830000,261.450000,278.430000,290.735000,243.645000,False,False,,HOLD,,,-145.303850,260.100000,38137.490691,-2663.419570,35474.071121
130,2015-05-11,273.540000,280.170000,259.760000,267.700000,297.085000,249.995000,False,False,,HOLD,,,-145.303850,260.100000,38137.490691,-1104.309260,37033.181431
131,2015-05-12,271.160000,283.970000,266.150000,272.790000,294.220000,248.100000,False,False,,HOLD,,,-145.303850,260.100000,38137.490691,-1843.905856,36293.584835
132,2015-05-13,277.990000,285.580000,259.550000,264.470000,298.825000,257.155000,False,False,,HOLD,,,-145.303850,260.100000,38137.490691,-634.977824,37502.512867
133,2015-05-14,266.470000,302.300000,259.690000,298.210000,287.305000,245.635000,True,False,REVERSE_TO_LONG,HOLD,,,-145.303850,260.100000,38137.490691,-5537.529723,32599.960968
134,2015-05-15,300.090000,302.050000,272.290000,275.350000,327.360000,272.820000,False,True,REVERSE_TO_SHORT,LONG_ENTRY,300.090000,Reverse to Long,106.502561,300.090000,32251.225145,-2634.873368,29616.351776
135,2015-05-16,270.930000,273.440000,255.810000,259.590000,298.200000,243.660000,False,False,,SHORT_ENTRY,270.930000,Reverse to Short,-106.394966,270.930000,29087.930128,1206.518915,30294.449043
136,2015-05-17,261.270000,296.710000,258.190000,293.370000,288.540000,234.000000,True,False,REVERSE_TO_LONG,HOLD,,,-106.394966,270.930000,29087.930128,-2387.503039,26700.427089
137,2015-05-18,296.220000,306.200000,260.040000,269.990000,323.490000,268.950000,False,True,REVERSE_TO_SHORT,LONG_ENTRY,296.220000,Reverse to Long,88.117036,296.220000,26339.583091,-2311.309842,24028.273248
138,2015-05-19,273.800000,297.860000,268.200000,289.270000,303.020000,244.580000,False,False,,SHORT_ENTRY,273.800000,Reverse to Short,-88.007575,273.800000,24315.776235,-1361.477182,22954.299053
139,2015-05-20,286.490000,293.240000,267.450000,274.240000,315.710000,257.270000,False,False,,HOLD,,,-88.007575,273.800000,24315.776235,-38.723333,24277.052903
140,2015-05-21,274.900000,282.010000,269.350000,278.780000,304.120000,245.680000,False,False,,HOLD,,,-88.007575,273.800000,24315.776235,-438.277723,23877.498513
141,2015-05-22,281.670000,293.110000,276.710000,288.810000,310.890000,252.450000,False,False,,HOLD,,,-88.007575,273.800000,24315.776235,-1320.993698,22994.782538
142,2015-05-23,287.600000,297.710000,274.990000,290.530000,316.820000,258.380000,False,False,,HOLD,,,-88.007575,273.800000,24315.776235,-1472.366727,22843.409509
143,2015-05-24,294.890000,302.330000,268.630000,274.040000,321.265000,268.515000,False,False,,HOLD,,,-88.007575,273.800000,24315.776235,-21.121818,24294.654417
144,2015-05-25,269.470000,307.530000,260.520000,298.490000,295.845000,243.095000,True,False,REVERSE_TO_LONG,HOLD,,,-88.007575,273.800000,24315.776235,-2172.907022,22142.869213
145,2015-05-26,302.430000,309.920000,281.050000,289.280000,329.470000,275.390000,False,False,,LONG_ENTRY,302.430000,Reverse to Long,71.262137,302.430000,21747.951430,-937.097106,20810.854323
146,2015-05-27,292.820000,296.640000,282.010000,284.010000,319.875000,265.765000,False,False,,HOLD,,,71.262137,302.430000,21747.951430,-1312.648570,20435.302859
147,2015-05-28,279.160000,302.830000,272.040000,293.110000,306.215000,252.105000,False,False,,HOLD,,,71.262137,302.430000,21747.951430,-664.163120,21083.788309
148,2015-05-29,291.270000,298.350000,285.750000,293.870000,318.325000,264.215000,False,False,,HOLD,,,71.262137,302.430000,21747.951430,-610.003896,21137.947534
149,2015-05-30,299.040000,303.570000,261.860000,268.730000,326.095000,271.985000,False,True,REVERSE_TO_SHORT,HOLD,,,71.262137,302.430000,21747.951430,-2401.534029,19346.417400
150,2015-05-31,269.600000,295.470000,264.500000,287.700000,296.655000,242.545000,False,False,,SHORT_ENTRY,269.600000,Reverse to Short,-71.199225,269.600000,19370.007876,-1288.705979,18081.301897
151,2015-06-01,283.050000,305.220000,278.190000,300.430000,310.105000,255.995000,False,False,,HOLD,,,-71.199225,269.600000,19370.007876,-2195.072118,17174.935759
152,2015-06-02,301.220000,313.570000,274.530000,285.740000,328.275000,274.165000,False,False,,HOLD,,,-71.199225,269.600000,19370.007876,-1149.155497,18220.852379
153,2015-06-03,289.100000,304.830000,276.840000,297.480000,317.980000,260.220000,False,False,,HOLD,,,-71.199225,269.600000,19370.007876,-1985.034403,17384.973473
154,2015-06-04,300.870000,303.940000,269.360000,274.490000,329.750000,271.990000,False,True,,HOLD,,,-71.199225,269.600000,19370.007876,-348.164212,19021.843664
155,2015-06-05,277.720000,316.890000,270.870000,306.000000,306.600000,248.840000,True,False,REVERSE_TO_LONG,HOLD,,,-71.199225,269.600000,19370.007876,-2591.651803,16778.356073
156,2015-06-06,311.320000,315.490000,302.520000,306.010000,340.670000,281.970000,False,False,,LONG_ENTRY,311.320000,Reverse to Long,52.080291,311.320000,16361.196815,-276.546348,16084.650468
157,2015-06-07,304.770000,311.440000,288.700000,291.270000,333.195000,276.345000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-1044.209844,15316.986971
158,2015-06-08,291.330000,302.050000,284.390000,293.010000,319.515000,263.145000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-953.590137,15407.606678
159,2015-06-09,290.500000,296.340000,283.420000,291.710000,318.685000,262.315000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-1021.294516,15339.902299
160,2015-06-10,297.380000,304.640000,290.280000,293.750000,325.565000,269.195000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-915.050722,15446.146094
161,2015-06-11,293.940000,307.200000,289.880000,301.830000,322.125000,265.755000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-494.241966,15866.954849
162,2015-06-12,298.070000,315.310000,291.760000,309.790000,326.255000,269.885000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-79.682846,16281.513969
163,2015-06-13,306.080000,308.300000,288.520000,292.510000,334.265000,277.895000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-979.630283,15381.566532
164,2015-06-14,288.910000,293.560000,286.320000,290.650000,317.095000,260.725000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-1076.499625,15284.697190
165,2015-06-15,292.450000,318.640000,285.070000,307.820000,319.965000,264.935000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-182.281020,16178.915795
166,2015-06-16,308.080000,320.620000,304.110000,315.950000,336.470000,279.690000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,241.131750,16602.328565
167,2015-06-17,318.520000,328.660000,302.090000,310.500000,347.900000,289.140000,False,False,,HOLD,,,52.080291,311.320000,16361.196815,-42.705839,16318.490976
